时间（年月日时分秒）,传感器,通道,磁场值(nT)
20250120-233811,3,Z,-6214287.7
20250120-233811,4,X,-3184155.5
20250120-233811,4,Y,+8829418.2
20250120-233811,4,Z,-4026278.4
20250120-233811,5,X,-14634672.4
20250120-233811,5,Y,-5777879.6
20250120-233811,5,Z,-4593179.8
20250120-233811,6,X,-5005356.2
20250120-233811,6,Y,-5528109.2
20250120-233811,6,Z,+000531.8
20250120-233811,7,X,+038251.3
20250120-233811,7,Y,-1287128.8
20250120-233811,7,Z,-7413178.3
20250120-233811,0,X,-8764888.7
20250120-233811,0,Y,-7388487.2
20250120-233811,0,Z,-6835209.3
20250120-233811,1,X,-7959625.7
20250120-233811,1,Y,-6591983.6
20250120-233811,1,Z,-2400127.1
20250120-233811,2,X,-7146750.5
20250120-233811,2,Y,+7921665.1
20250120-233811,2,Z,+1990425.3
20250120-233811,3,X,-4759954.5
20250120-233811,3,Y,-6917773.0
20250120-233811,3,Z,-6256021.1
20250120-233811,4,X,-3200252.6
20250120-233811,4,Y,+8706900.9
20250120-233811,4,Z,-4005113.6
20250120-233811,5,X,-14636162.9
20250120-233811,5,Y,-5832729.2
20250120-233811,5,Z,-4594670.3
20250120-233811,6,X,-5006250.5
20250120-233811,6,Y,-5534369.2
20250120-233811,6,Z,+000533.0
20250120-233811,7,X,+038251.3
20250120-233811,7,Y,-1266560.2
20250120-233811,7,Z,-7417351.6
20250120-233811,0,X,-8735973.4
20250120-233811,0,Y,-7417700.6
20250120-233811,0,Z,-6789898.8
20250120-233811,1,X,-7986156.2
20250120-233811,1,Y,-6604801.7
20250120-233811,1,Z,-2369125.2
20250120-233811,2,X,-7165232.4
20250120-233811,2,Y,+7902885.0
20250120-233811,2,Z,+2053323.5
20250120-233811,3,X,-4711364.9
20250120-233811,3,Y,-6920455.9
20250120-233811,3,Z,-6219355.4
20250120-233811,4,X,-3194588.8
20250120-233811,4,Y,+8796925.8
20250120-233811,4,Z,-3974111.6
20250120-233811,5,X,-14631393.3
20250120-233811,5,Y,-5783543.4
20250120-233811,5,Z,-4576784.5
20250120-233811,6,X,-5006548.6
20250120-233811,6,Y,-5490847.3
20250120-233811,6,Z,+000534.1
20250120-233811,7,X,+038251.3
20250120-233811,7,Y,-1201873.4
20250120-233811,7,Z,-7375022.1
20250120-233812,0,X,-8740743.0
20250120-233812,0,Y,-7422470.1
20250120-233812,0,Z,-6807486.4
20250120-233812,1,X,-7975424.8
20250120-233812,1,Y,-6625072.2
20250120-233812,1,Z,-2419801.5
20250120-233812,2,X,-7124989.5
20250120-233812,2,Y,+7895134.6
20250120-233812,2,Z,+2031264.4
20250120-233812,3,X,-4698844.9
20250120-233812,3,Y,-6918369.2
20250120-233812,3,Z,-6212201.1
20250120-233812,4,X,-3218734.6
20250120-233812,4,Y,+8837466.8
20250120-233812,4,Z,-4005113.6
20250120-233812,5,X,-14661799.1
20250120-233812,5,Y,-5773706.3
20250120-233812,5,Z,-4559495.0
20250120-233812,6,X,-4982999.0
20250120-233812,6,Y,-5521551.1
20250120-233812,6,Z,+000535.3
20250120-233812,7,X,+038251.3
20250120-233812,7,Y,-1185478.2
20250120-233812,7,Z,-7366377.3
20250120-233812,0,X,-8772639.2
20250120-233812,0,Y,-7354802.4
20250120-233812,0,Z,-6801822.6
20250120-233812,1,X,-7993012.4
20250120-233812,1,Y,-6583636.9
20250120-233812,1,Z,-2387607.1
20250120-233812,2,X,-7140788.6
20250120-233812,2,Y,+7911827.9
20250120-233812,2,Z,+2014869.2
20250120-233812,3,X,-4732827.8
20250120-233812,3,Y,-6929100.7
20250120-233812,3,Z,-6216672.5
20250120-233812,4,X,-3213965.0
20250120-233812,4,Y,+8818984.9
20250120-233812,4,Z,-3958014.5
20250120-233812,5,X,-14659712.4
20250120-233812,5,Y,-5774302.5
20250120-233812,5,Z,-4616729.3
20250120-233812,6,X,-4992836.2
20250120-233812,6,Y,-5555235.9
20250120-233812,6,Z,+000536.5
20250120-233812,7,X,+038251.3
20250120-233812,7,Y,-1329160.3
20250120-233812,7,Z,-7386349.7
20250120-233812,0,X,-8692451.5
20250120-233812,0,Y,-7420979.6
20250120-233812,0,Z,-6853095.0
20250120-233812,1,X,-7995993.4
20250120-233812,1,Y,-6574396.0
20250120-233812,1,Z,-2327988.0
20250120-233812,2,X,-7141980.9
20250120-233812,2,Y,+7921665.1
20250120-233812,2,Z,+2038120.6
20250120-233812,3,X,-4735212.6
20250120-233812,3,Y,-6938043.5
20250120-233812,3,Z,-6220845.8
20250120-233812,4,X,-3200848.8
20250120-233812,4,Y,+8804378.2
20250120-233812,4,Z,-3962187.8
20250120-233812,5,X,-14643019.1
20250120-233812,5,Y,-5779072.0
20250120-233812,5,Z,-4599141.7
20250120-233812,6,X,-4989855.2
20250120-233812,6,Y,-5489058.7
20250120-233812,6,Z,+000537.6
20250120-233812,7,X,+038251.3
20250120-233812,7,Y,-1271925.9
20250120-233812,7,Z,-7397379.2
20250120-233812,0,X,-8647140.9
20250120-233812,0,Y,-7418296.8
20250120-233812,0,Z,-6785725.4
20250120-233812,1,X,-7957240.9
20250120-233812,1,Y,-6549654.0
20250120-233812,1,Z,-2442158.6
20250120-233812,2,X,-7113661.8
20250120-233812,2,Y,+7893644.1
20250120-233812,2,Z,+2007714.9
20250120-233812,3,X,-4744155.5
20250120-233812,3,Y,-6979776.9
20250120-233812,3,Z,-6227702.0
20250120-233812,4,X,-3237216.5
20250120-233812,4,Y,+8760260.0
20250120-233812,4,Z,-4020316.5
20250120-233812,5,X,-14606353.3
20250120-233812,5,Y,-5776389.1
20250120-233812,5,Z,-4547571.1
20250120-233812,6,X,-4992836.2
20250120-233812,6,Y,-5519762.6
20250120-233812,6,Z,+000538.8
20250120-233812,7,X,+038251.3
20250120-233812,7,Y,-1304418.4
20250120-233812,7,Z,-7411091.6
20250120-233813,0,X,-8717789.6
20250120-233813,0,Y,-7418594.9
20250120-233813,0,Z,-6786321.6
20250120-233813,1,X,-7984665.7
20250120-233813,1,Y,-6593772.2
20250120-233813,1,Z,-2374192.8
20250120-233813,2,X,-7152414.3
20250120-233813,2,Y,+7920472.7
20250120-233813,2,Z,+1955548.1
20250120-233813,3,X,-4727164.0
20250120-233813,3,Y,-6983056.0
20250120-233813,3,Z,-6202960.1
20250120-233813,4,X,-3159711.6
20250120-233813,4,Y,+8723594.3
20250120-233813,4,Z,-3975900.2
20250120-233813,5,X,-14683560.1
20250120-233813,5,Y,-5777879.6
20250120-233813,5,Z,-4578275.0
20250120-233813,6,X,-5017578.1
20250120-233813,6,Y,-5531984.5
20250120-233813,6,Z,+000540.0
20250120-233813,7,X,+038251.3
20250120-233813,7,Y,-1149110.5
20250120-233813,7,Z,-7340144.9
20250120-233813,0,X,-8773533.5
20250120-233813,0,Y,-7409652.0
20250120-233813,0,Z,-6821198.8
20250120-233813,1,X,-7969761.0
20250120-233813,1,Y,-6572011.2
20250120-233813,1,Z,-2363163.3
20250120-233813,2,X,-7166126.7
20250120-233813,2,Y,+7930906.0
20250120-233813,2,Z,+2029773.9
20250120-233813,3,X,-4755483.1
20250120-233813,3,Y,-6915090.2
20250120-233813,3,Z,-6226509.7
20250120-233813,4,X,-3249736.5
20250120-233813,4,Y,+8714651.4
20250120-233813,4,Z,-3974111.6
20250120-233813,5,X,-14666270.5
20250120-233813,5,Y,-5769831.0
20250120-233813,5,Z,-4603911.2
20250120-233813,6,X,-5040829.6
20250120-233813,6,Y,-5510819.7
20250120-233813,6,Z,+000541.1
20250120-233813,7,X,+038251.3
20250120-233813,7,Y,-1212008.7
20250120-233813,7,Z,-7349087.7
20250120-233813,0,X,-8743723.9
20250120-233813,0,Y,-7426345.3
20250120-233813,0,Z,-6824477.9
20250120-233813,1,X,-7967078.1
20250120-233813,1,Y,-6574992.1
20250120-233813,1,Z,-2419205.3
20250120-233813,2,X,-7172684.8
20250120-233813,2,Y,+7877845.0
20250120-233813,2,Z,+2028879.7
20250120-233813,3,X,-4729548.8
20250120-233813,3,Y,-6947582.6
20250120-233813,3,Z,-6286426.9
20250120-233813,4,X,-3246457.5
20250120-233813,4,Y,+8793944.9
20250120-233813,4,Z,-4009883.1
20250120-233813,5,X,-14645403.8
20250120-233813,5,Y,-5784139.6
20250120-233813,5,Z,-4558600.7
20250120-233813,6,X,-5016683.8
20250120-233813,6,Y,-5526618.8
20250120-233813,6,Z,+000542.3
20250120-233813,7,X,+038251.3
20250120-233813,7,Y,-1294283.1
20250120-233813,7,Z,-7419140.2
20250120-233814,0,X,-8760417.3
20250120-233814,0,Y,-7400709.1
20250120-233814,0,Z,-6739222.5
20250120-233814,1,X,-7953961.9
20250120-233814,1,Y,-6607782.7
20250120-233814,1,Z,-2341998.5
20250120-233814,2,X,-7112469.5
20250120-233814,2,Y,+7884105.0
20250120-233814,2,Z,+1995194.8
20250120-233814,3,X,-4756675.5
20250120-233814,3,Y,-6951457.8
20250120-233814,3,Z,-6264069.7
20250120-233814,4,X,-3235129.8
20250120-233814,4,Y,+8827033.5
20250120-233814,4,Z,-3963082.1
20250120-233814,5,X,-14636759.1
20250120-233814,5,Y,-5770725.3
20250120-233814,5,Z,-4568139.7
20250120-233814,6,X,-5001480.9
20250120-233814,6,Y,-5550764.5
20250120-233814,6,Z,+000543.5
20250120-233814,7,X,+038251.3
20250120-233814,7,Y,-1301735.5
20250120-233814,7,Z,-7375916.3
20250120-233814,0,X,-8742233.4
20250120-233814,0,Y,-7413527.2
20250120-233814,0,Z,-6758300.6
20250120-233814,1,X,-7908949.4
20250120-233814,1,Y,-6621495.1
20250120-233814,1,Z,-2426061.5
20250120-233814,2,X,-7182223.9
20250120-233814,2,Y,+7892749.8
20250120-233814,2,Z,+2016061.5
20250120-233814,3,X,-4733125.9
20250120-233814,3,Y,-6976796.0
20250120-233814,3,Z,-6255424.9
20250120-233814,4,X,-3141527.8
20250120-233814,4,Y,+8719420.9
20250120-233814,4,Z,-3972919.3
20250120-233814,5,X,-14652260.0
20250120-233814,5,Y,-5774600.6
20250120-233814,5,Z,-4553533.1
20250120-233814,6,X,-4980018.0
20250120-233814,6,Y,-5497405.4
20250120-233814,6,Z,+000544.6
20250120-233814,7,X,+038251.3
20250120-233814,7,Y,-1293686.9
20250120-233814,7,Z,-7341635.3
20250120-233814,0,X,-8730607.7
20250120-233814,0,Y,-7432903.4
20250120-233814,0,Z,-6769628.2
20250120-233814,1,X,-7981386.7
20250120-233814,1,Y,-6552635.0
20250120-233814,1,Z,-2367634.7
20250120-233814,2,X,-7139596.2
20250120-233814,2,Y,+7890365.0
20250120-233814,2,Z,+2037822.5
20250120-233814,3,X,-4711961.1
20250120-233814,3,Y,-6956525.5
20250120-233814,3,Z,-6186862.9
20250120-233814,4,X,-3236620.3
20250120-233814,4,Y,+8800503.0
20250120-233814,4,Z,-4011671.7
20250120-233814,5,X,-14632585.7
20250120-233814,5,Y,-5798150.1
20250120-233814,5,Z,-4608084.6
20250120-233814,6,X,-5036656.2
20250120-233814,6,Y,-5552553.1
20250120-233814,6,Z,+000545.8
20250120-233814,7,X,+038251.3
20250120-233814,7,Y,-1220355.4
20250120-233814,7,Z,-7355049.6
20250120-233814,0,X,-8718982.0
20250120-233814,0,Y,-7418296.8
20250120-233814,0,Z,-6739222.5
20250120-233814,1,X,-7943230.4
20250120-233814,1,Y,-6584233.1
20250120-233814,1,Z,-2403704.3
20250120-233814,2,X,-7136913.3
20250120-233814,2,Y,+7880527.9
20250120-233814,2,Z,+2046765.4
20250120-233814,3,X,-4756079.3
20250120-233814,3,Y,-6940428.3
20250120-233814,3,Z,-6255424.9
20250120-233814,4,X,-3146595.4
20250120-233814,4,Y,+8814215.4
20250120-233814,4,Z,-3999449.8
20250120-233814,5,X,-14665674.3
20250120-233814,5,Y,-5794274.9
20250120-233814,5,Z,-4584236.9
20250120-233814,6,X,-5008933.3
20250120-233814,6,Y,-5522445.4
20250120-233814,6,Z,+000547.0
20250120-233814,7,X,+038251.3
20250120-233814,7,Y,-1254040.2
20250120-233814,7,Z,-7364290.6
